model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
autoencoder-cu,CU,40800,418.778,435.951,444.834,97426.3,0.818554,0.845909,0.736019,0.994372
autoencoder-cu,CU,40900,417.53,439.421,442.616,97957.04,0.81868,0.846,0.73615,0.994386
autoencoder-cu,CU,41000,416.264,436.501,439.771,98495.13,0.818683,0.845934,0.73607,0.994348
autoencoder-cu,CU,41100,422.783,444.555,449.967,97213.09,0.81871,0.845974,0.736123,0.994363
autoencoder-cu,CU,41200,419.999,437.241,451.047,98095.49,0.818786,0.846087,0.736285,0.994379
autoencoder-cu,CU,41300,419.901,435.018,442.414,98356.41,0.818692,0.846027,0.736187,0.994393
autoencoder-cu,CU,41400,426.168,441.35,454.941,97144.77,0.81843,0.845827,0.735929,0.99431
autoencoder-cu,CU,41500,421.524,438.619,452.38,98452.27,0.818289,0.845715,0.735752,0.994323
autoencoder-cu,CU,41600,425.9,444.405,457.258,97675.4,0.818197,0.845644,0.735637,0.994336
autoencoder-cu,CU,41700,427.769,453.682,470.832,97482.56,0.818225,0.845609,0.735578,0.994348
autoencoder-cu,CU,41800,426.937,443.465,451.895,97906.66,0.81823,0.845638,0.735614,0.994362
autoencoder-cu,CU,41900,425.707,441.845,454.566,98424.45,0.818186,0.845539,0.735485,0.994325
autoencoder-cu,CU,42000,429.8,446.306,454.344,97719.83,0.818238,0.845559,0.735508,0.994338
autoencoder-cu,CU,42100,427.473,444.605,453.43,98485.76,0.818266,0.845656,0.735645,0.994355
autoencoder-cu,CU,42200,428.826,445.692,449.822,98408.32,0.818128,0.845539,0.735488,0.99432
autoencoder-cu,CU,42300,428.94,446.938,451.063,98615.21,0.818038,0.84547,0.735375,0.994333
autoencoder-cu,CU,42400,428.764,447.561,452.001,98888.82,0.817995,0.845397,0.735259,0.994345
autoencoder-cu,CU,42500,433.529,451.614,456.449,98032.61,0.817906,0.845328,0.735148,0.994358
autoencoder-cu,CU,42600,432.218,450.011,454.074,98561.35,0.818146,0.845563,0.735495,0.994374
autoencoder-cu,CU,42700,434.238,455.874,458.299,98333.27,0.818103,0.845485,0.73537,0.994385
