model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-cu,CU,7300,50.836,55.041,56.308,143597.79,0.950822,0.950856,0.949426,0.95229
lstm-cu,CU,7400,51.059,52.818,61.761,144930.84,0.951216,0.951223,0.949811,0.952639
lstm-cu,CU,7500,52.594,56.18,58.532,142602.33,0.950667,0.950654,0.948629,0.952686
lstm-cu,CU,7600,52.527,55.149,59.615,144686.44,0.950921,0.950889,0.949014,0.95277
lstm-cu,CU,7700,53.247,58.786,59.476,144609.59,0.951429,0.951353,0.949377,0.953337
lstm-cu,CU,7800,54.476,58.369,59.506,143182.22,0.951538,0.951426,0.949718,0.953141
lstm-cu,CU,7900,54.364,56.354,57.688,145316.5,0.951519,0.951439,0.949873,0.95301
lstm-cu,CU,8000,55.875,60.773,62.999,143175.89,0.952,0.951856,0.950188,0.953529
lstm-cu,CU,8100,55.531,59.009,59.81,145865.45,0.952099,0.951933,0.950284,0.953586
lstm-cu,CU,8200,56.032,58.591,60.592,146343.98,0.952317,0.95223,0.950488,0.953978
lstm-cu,CU,8300,57.005,60.43,63.147,145600.61,0.952771,0.952714,0.951108,0.954326
lstm-cu,CU,8400,57.775,60.794,62.265,145390.7,0.952738,0.952631,0.950703,0.954567
lstm-cu,CU,8500,58.702,62.143,64.139,144797.95,0.952706,0.952572,0.951001,0.954148
lstm-cu,CU,8600,59.619,63.592,67.481,144248.7,0.952907,0.952803,0.950919,0.954694
lstm-cu,CU,8700,60.085,64.363,66.014,144795.06,0.952644,0.952469,0.950933,0.95401
lstm-cu,CU,8800,60.737,64.413,66.434,144887.03,0.952841,0.952653,0.951242,0.954068
lstm-cu,CU,8900,61.636,66.196,67.657,144395.88,0.953034,0.952854,0.951351,0.954361
lstm-cu,CU,9000,61.861,65.551,68.757,145487.72,0.952667,0.952477,0.95078,0.95418
lstm-cu,CU,9100,62.126,65.151,67.951,146476.47,0.952527,0.952265,0.950375,0.954163
lstm-cu,CU,9200,62.795,67.614,68.623,146508.49,0.952391,0.952173,0.950098,0.954257
lstm-cu,CU,9300,64.221,68.662,70.488,144812.63,0.952043,0.951825,0.949774,0.953886
lstm-cu,CU,9400,64.446,68.482,69.745,145858.4,0.952021,0.951749,0.94921,0.954302
lstm-cu,CU,9500,64.782,69.058,71.719,146645.87,0.951789,0.951524,0.949113,0.953947
lstm-cu,CU,9600,65.314,68.631,71.025,146982.06,0.951771,0.951483,0.948798,0.954182
lstm-cu,CU,9700,66.755,72.104,76.642,145308.43,0.951546,0.951295,0.948543,0.954064
lstm-cu,CU,9800,67.181,72.262,73.977,145874.85,0.951327,0.951082,0.948068,0.954115
lstm-cu,CU,9900,67.846,72.1,75.619,145918.43,0.951515,0.951279,0.948391,0.954184
lstm-cu,CU,10000,67.857,71.722,74.783,147368.68,0.9512,0.951014,0.948348,0.953694
lstm-cu,CU,10100,68.923,73.645,76.614,146539.52,0.951287,0.951113,0.948286,0.953957
lstm-cu,CU,10200,69.601,72.929,73.558,146549.61,0.951275,0.951049,0.94834,0.953773
lstm-cu,CU,10300,69.544,72.734,74.787,148106.72,0.951068,0.95082,0.948044,0.953611
lstm-cu,CU,10400,71.105,76.103,78.17,146261.58,0.951058,0.950807,0.947967,0.953664
lstm-cu,CU,10500,72.045,78.337,81.912,145742.37,0.951048,0.950766,0.947861,0.953689
lstm-cu,CU,10600,72.129,76.023,78.947,146959.83,0.951132,0.950854,0.947796,0.953931
lstm-cu,CU,10700,73.02,77.449,80.069,146535.19,0.950374,0.950071,0.946599,0.953567
lstm-cu,CU,10800,73.522,78.819,82.91,146895.77,0.950463,0.950172,0.946733,0.953636
lstm-cu,CU,10900,73.689,77.346,78.248,147919.11,0.950367,0.95006,0.946826,0.953316
lstm-cu,CU,11000,74.716,79.375,82.236,147223.37,0.950273,0.949968,0.947109,0.952844
lstm-cu,CU,11100,75.214,80.591,82.295,147578.55,0.950631,0.950371,0.947625,0.953134
lstm-cu,CU,11200,76.117,81.629,84.808,147141.02,0.950625,0.950399,0.947764,0.953049
lstm-cu,CU,11300,77.057,81.731,84.9,146644.01,0.950708,0.950484,0.947872,0.953111
lstm-cu,CU,11400,77.667,82.544,85.849,146781.24,0.950789,0.950699,0.947783,0.953632
lstm-cu,CU,11500,78.106,85.787,88.064,147236.43,0.950696,0.95058,0.947853,0.953322
lstm-cu,CU,11600,77.923,82.672,83.062,148865.78,0.95069,0.95057,0.948112,0.953041
lstm-cu,CU,11700,78.791,83.079,85.491,148493.45,0.950598,0.950471,0.947872,0.953085
lstm-cu,CU,11800,79.449,83.437,88.135,148522.16,0.950593,0.950429,0.947931,0.952941
lstm-cu,CU,11900,80.015,85.065,90.344,148721.2,0.950504,0.950383,0.947908,0.952872
lstm-cu,CU,12000,81.187,85.682,90.906,147806.6,0.950417,0.95028,0.947667,0.952908
lstm-cu,CU,12100,81.905,86.934,90.184,147731.78,0.950413,0.950257,0.947586,0.952943
lstm-cu,CU,12200,82.285,87.914,91.829,148265.45,0.950328,0.950123,0.947783,0.952475
lstm-cu,CU,12300,82.95,86.823,88.7,148281.68,0.95065,0.950445,0.9482,0.9527
lstm-cu,CU,12400,83.932,88.027,90.808,147738.72,0.950484,0.950235,0.94839,0.952087
lstm-cu,CU,12500,84.754,91.471,93.888,147484.93,0.95056,0.950298,0.948315,0.952289
lstm-cu,CU,12600,85.454,89.998,93.503,147447.29,0.950794,0.950503,0.948534,0.95248
lstm-cu,CU,12700,85.517,90.112,93.494,148508.8,0.950866,0.950578,0.948625,0.95254
lstm-cu,CU,12800,86.513,92.974,98.053,147955.29,0.951016,0.950735,0.948573,0.952906
lstm-cu,CU,12900,86.911,93.113,100.372,148427.86,0.951163,0.950912,0.948694,0.95314
lstm-cu,CU,13000,86.908,91.966,92.675,149583.03,0.951385,0.951121,0.94892,0.953333
lstm-cu,CU,13100,88.223,94.521,98.304,148487.69,0.951298,0.951059,0.94873,0.953399
lstm-cu,CU,13200,88.503,94.448,95.067,149148.13,0.951439,0.951199,0.948815,0.953595
lstm-cu,CU,13300,89.267,94.677,97.506,148991.5,0.951203,0.950911,0.94883,0.953002
lstm-cu,CU,13400,90.437,97.137,99.15,148169.76,0.951194,0.950952,0.94896,0.952954
lstm-cu,CU,13500,91.019,96.389,97.568,148320.32,0.950963,0.950737,0.948478,0.953006
lstm-cu,CU,13600,91.175,96.728,98.342,149163.6,0.950956,0.950771,0.948182,0.953375
lstm-cu,CU,13700,92.052,97.622,100.287,148829.13,0.951022,0.950752,0.948177,0.953341
lstm-cu,CU,13800,92.522,97.668,99.897,149154.51,0.950942,0.950681,0.947988,0.95339
lstm-cu,CU,13900,92.878,97.543,100.999,149659.45,0.951079,0.950832,0.947953,0.953728
lstm-cu,CU,14000,94.009,101.077,106.928,148922.41,0.951143,0.950904,0.947911,0.953917
lstm-cu,CU,14100,94.647,100.303,104.551,148975.15,0.950993,0.95071,0.947668,0.953771
lstm-cu,CU,14200,95.235,101.566,105.705,149104.65,0.951056,0.950734,0.947577,0.953912
