model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
cnn-du,DU,3900,71.343,74.964,78.501,54665.51,0.997692,0.997763,0.999502,0.99603
cnn-du,DU,4000,72.402,77.303,78.488,55246.75,0.99775,0.997819,0.999515,0.99613
cnn-du,DU,4100,72.399,77.112,80.601,56630.55,0.997805,0.997871,0.999526,0.996221
cnn-du,DU,4200,73.223,79.027,80.183,57358.8,0.997857,0.997922,0.999537,0.996312
cnn-du,DU,4300,73.868,79.181,81.623,58212.22,0.997907,0.997972,0.999549,0.9964
cnn-du,DU,4400,74.791,80.724,82.351,58830.29,0.997955,0.998016,0.999558,0.996479
cnn-du,DU,4500,75.286,81.036,81.741,59771.88,0.998,0.998054,0.999567,0.996546
cnn-du,DU,4600,76.364,81.947,83.096,60238.14,0.998043,0.998097,0.999576,0.996622
cnn-du,DU,4700,77.532,83.556,84.609,60620.3,0.998085,0.998134,0.999585,0.996687
cnn-du,DU,4800,77.949,83.543,84.816,61578.58,0.998125,0.998173,0.999593,0.996757
cnn-du,DU,4900,77.802,83.356,85.608,62980.54,0.998163,0.998209,0.999601,0.99682
cnn-du,DU,5000,79.096,84.266,85.526,63214.58,0.9982,0.998246,0.99961,0.996886
cnn-du,DU,5100,79.217,85.649,87.213,64380.41,0.998235,0.99828,0.999617,0.996947
cnn-du,DU,5200,78.151,85.433,86.361,66538.02,0.998269,0.998313,0.999625,0.997005
cnn-du,DU,5300,79.551,86.115,87.58,66623.85,0.998302,0.998339,0.99963,0.997051
cnn-du,DU,5400,79.543,86.557,87.289,67888.14,0.998333,0.998366,0.999636,0.997098
cnn-du,DU,5500,78.153,86.934,87.759,70374.55,0.998364,0.998393,0.999642,0.997147
cnn-du,DU,5600,79.007,87.553,88.509,70879.77,0.998393,0.998425,0.999649,0.997203
cnn-du,DU,5700,75.892,87.694,88.439,75106.78,0.998421,0.998452,0.999656,0.997251
cnn-du,DU,5800,71.395,87.238,88.024,81238.47,0.998276,0.998309,0.999323,0.997296
cnn-du,DU,5900,63.971,87.849,88.523,92229.95,0.998305,0.998336,0.999334,0.99734
cnn-du,DU,6000,57.965,87.537,87.888,103510.59,0.998333,0.998363,0.999344,0.997383
cnn-du,DU,6100,49.65,52.643,54.721,122860.53,0.998361,0.998389,0.999355,0.997424
cnn-du,DU,6200,52.658,87.298,88.165,117741.74,0.998387,0.998415,0.999365,0.997466
cnn-du,DU,6300,50.992,54.537,55.871,123547.82,0.998095,0.998127,0.999375,0.996882
cnn-du,DU,6400,51.498,55.566,57.77,124277.33,0.998125,0.998153,0.999384,0.996926
cnn-du,DU,6500,51.899,56.063,58.319,125242.26,0.998,0.998031,0.999393,0.996673
cnn-du,DU,6600,52.838,55.851,59.818,124909.56,0.997879,0.99792,0.999405,0.996439
cnn-du,DU,6700,53.586,56.406,62.118,125033.32,0.997761,0.997808,0.999415,0.996207
cnn-du,DU,6800,54.784,58.863,60.176,124122.71,0.997794,0.997842,0.999424,0.996265
cnn-du,DU,6900,58.346,63.043,66.261,118259.31,0.997826,0.99787,0.999431,0.996314
cnn-du,DU,7000,58.717,63.17,66.915,119216.28,0.997857,0.997903,0.99944,0.996371
cnn-du,DU,7100,59.363,63.927,65.338,119602.61,0.997746,0.997793,0.999447,0.996144
cnn-du,DU,7200,61.099,65.371,68.289,117842.23,0.997639,0.997688,0.999455,0.995927
cnn-du,DU,7300,61.273,65.909,68.237,119138.74,0.997671,0.997714,0.999461,0.995972
cnn-du,DU,7400,61.64,64.91,68.179,120052.7,0.997703,0.997744,0.999468,0.996026
cnn-du,DU,7500,60.703,64.644,68.131,123551.96,0.997733,0.997767,0.999474,0.996066
cnn-du,DU,7600,62.839,66.918,70.382,120944.38,0.997763,0.997794,0.99948,0.996113
cnn-du,DU,7700,64.376,69.813,72.269,119610.33,0.997792,0.99782,0.999486,0.996159
cnn-du,DU,7800,64.973,69.545,71.947,120050.14,0.997821,0.997848,0.999493,0.996209
cnn-du,DU,7900,63.727,67.825,69.554,123966.25,0.997848,0.997875,0.999499,0.996257
cnn-du,DU,8000,65.294,69.375,72.597,122522.17,0.997875,0.997904,0.999506,0.996307
cnn-du,DU,8100,67.655,72.667,77.562,119724.51,0.997901,0.997931,0.999512,0.996355
cnn-du,DU,8200,67.117,69.944,72.304,122174.99,0.997805,0.997835,0.999518,0.996158
cnn-du,DU,8300,68.991,74.218,77.012,120305.34,0.99759,0.997626,0.999287,0.995971
cnn-du,DU,8400,68.023,73.054,74.569,123488.24,0.9975,0.997534,0.999059,0.996013
cnn-du,DU,8500,70.393,75.784,77.351,120749.91,0.997529,0.997566,0.999071,0.996066
cnn-du,DU,8600,69.542,72.781,75.643,123667.03,0.997442,0.997483,0.999083,0.995889
cnn-du,DU,8700,71.438,76.205,78.701,121784.32,0.997356,0.997404,0.999096,0.995719
cnn-du,DU,8800,71.118,76.531,79.392,123737.84,0.997159,0.997211,0.999106,0.995323
