model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-du,DU,40100,259.331,280.547,292.278,154628.6,0.926908,0.931654,0.876992,0.993584
lstm-du,DU,40200,255.427,280.834,305.212,157383.7,0.926915,0.931668,0.877003,0.993601
lstm-du,DU,40300,263.592,293.66,321.306,152887.51,0.926873,0.931629,0.87696,0.993567
lstm-du,DU,40400,256.267,288.022,309.08,157648.06,0.926708,0.931466,0.876699,0.993532
lstm-du,DU,40500,261.91,292.534,323.366,154633.52,0.926741,0.931521,0.876819,0.993501
lstm-du,DU,40600,259.643,291.316,302.153,156368.59,0.926798,0.931571,0.876896,0.993517
lstm-du,DU,40700,265.081,288.719,308.385,153538.15,0.926708,0.93148,0.876762,0.993483
lstm-du,DU,40800,264.883,293.604,312.108,154030.29,0.926642,0.931411,0.876666,0.993449
lstm-du,DU,40900,267.547,305.993,326.161,152870.57,0.926724,0.931489,0.876791,0.993466
lstm-du,DU,41000,268.973,311.519,333.244,152431.65,0.926732,0.931491,0.876819,0.993433
lstm-du,DU,41100,269.124,306.743,325.771,152717.94,0.926788,0.931547,0.876906,0.993449
lstm-du,DU,41200,268.719,305.899,320.599,153319.85,0.926845,0.93159,0.876971,0.993465
lstm-du,DU,41300,267.12,286.915,312.689,154612.12,0.926877,0.931625,0.877019,0.993481
lstm-du,DU,41400,267.439,286.865,311.905,154801.6,0.926908,0.931653,0.877057,0.993497
lstm-du,DU,41500,271.652,311.98,327.871,152769.08,0.926916,0.931641,0.877026,0.993511
lstm-du,DU,41600,271.363,311.14,327.437,153300.09,0.926875,0.931591,0.876963,0.993477
lstm-du,DU,41700,271.34,313.233,326.893,153681.67,0.926954,0.931689,0.877122,0.993495
lstm-du,DU,41800,270.441,312.833,333.512,154562.54,0.926842,0.93157,0.876938,0.993461
lstm-du,DU,41900,274.623,315.825,324.97,152572.62,0.92673,0.931449,0.876713,0.993474
lstm-du,DU,42000,274.464,308.303,324.795,153025.75,0.92669,0.931409,0.876667,0.993442
lstm-du,DU,42100,277.725,324.351,334.608,151588.77,0.926675,0.931423,0.876678,0.99346
lstm-du,DU,42200,276.594,313.484,324.882,152570.28,0.926754,0.931523,0.87684,0.993479
lstm-du,DU,42300,275.072,311.142,328.559,153777.95,0.926714,0.931489,0.876768,0.993494
lstm-du,DU,42400,282.487,327.474,333.6,150095.54,0.926698,0.931494,0.8768,0.993465
