model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
transformer-du,DU,7300,100.354,106.589,193.734,72742.76,0.996849,0.996906,0.998922,0.994898
transformer-du,DU,7400,100.565,104.758,192.27,73584.41,0.996892,0.996948,0.998936,0.994967
transformer-du,DU,7500,102.928,190.57,194.826,72866.7,0.996933,0.996978,0.998947,0.995017
transformer-du,DU,7600,102.607,187.892,191.511,74068.89,0.996974,0.997014,0.998959,0.995076
transformer-du,DU,7700,102.77,189.207,190.43,74924.53,0.997013,0.997049,0.998972,0.995134
transformer-du,DU,7800,108.175,192.998,194.353,72105.23,0.997051,0.997088,0.998985,0.995198
transformer-du,DU,7900,111.327,192.372,194.54,70961.86,0.997089,0.997125,0.998998,0.995258
transformer-du,DU,8000,111.971,192.819,195.931,71447.15,0.997125,0.997164,0.999012,0.995323
transformer-du,DU,8100,112.18,193.278,194.59,72205.1,0.99716,0.9972,0.999024,0.995383
transformer-du,DU,8200,118.774,193.873,195.714,69038.76,0.997073,0.997113,0.999036,0.995198
transformer-du,DU,8300,114.893,193.756,194.645,72241.36,0.996988,0.997031,0.999048,0.995023
